sr_no,sector,line_ministry,implementing_agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion_date,revised_completion_date,sanction_date,cost_overrun_percent,expenditure_ratio,snapshot_month
825,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618724,6L Greenfield Varanasi-Ranchi-Kolkata Highway from Anarbansalea village to Sagrampur village From KM. 151200 to KM. 184700Package-7,1719,1723.42,1.76,6,30/06/2027,,24/03/2023,0.25712623618383207,0.10238510762070971,Jan_2026
826,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618727,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Bhabhua-Adhaura road in Bhairopur village to Konki village From KM. 54.000 to KM. 90.000Pkg-3,1577,1711.44,18.62,7,05/10/2027,,27/03/2023,8.525047558655679,1.180722891566265,Jan_2026
827,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618726,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Chandauli-Chainpur Road near Khainti village to junction with Bhabhua-Adhaura road near Palka village from Km. 27.000 to Km. 54.000 Pkg-2,1241,1341.52,31.87,5,05/10/2027,,24/03/2023,8.099919419822722,2.5680902497985496,Jan_2026
828,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618725,6L Greenfield Varanasi-Ranchi-Kolkata Highway from Pachmon village to Anarbansalea village From KM. 116000 to KM. 151200 Package-6,1916,1920.21,0.74,1,03/09/2027,,24/03/2023,0.21972860125261148,0.038622129436325675,Jan_2026
829,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619111,6L Jakkuva Korlam Section of NH-130CD Road from km 396.800 to km 421.100 Pkg 2,841,840.51,404.58,99,29/03/2024,09/07/2024,09/02/2021,-0.05826397146254567,48.10701545778834,Jan_2026
830,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619112,6L Kantakapalle Sabbavaram Section of NH-130CD Road from Km 445.100 to Km 464.662 Pkg-4,1013,1012.57,507.81,80,04/10/2024,,25/02/2021,-0.04244817374135735,50.12931885488647,Jan_2026
831,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618598,6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895 and allied works,210,216.94,70.89,100,11/06/2022,29/02/2024,11/03/2020,3.3047619047619032,33.75714285714286,Jan_2026
832,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618676,6L of Dhanara - Hatibena Section from Km 124.611 to km 146.50 of NH-130-CD Package OD-1,478,638.32,297.95,99,23/03/2024,15/12/2025,11/02/2021,33.53974895397491,62.33263598326359,Jan_2026
833,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618601,6L of Kappirikkad to Thalikulam section from km 335.85 to km 369.015 of NH - 66 old NH-17,4226,4225.59,646.67,88,26/01/2025,25/10/2025,08/06/2021,-0.009701845716986618,15.302176999526736,Jan_2026
834,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618553,6L of Agra Bypass Northern connecting Km. 174.500 of NH-2 new NH-19 to Km. 141.000 of Yamuna Expressways,958,1034.42,757.89,99,22/02/2025,,07/01/2022,7.977035490605436,79.11169102296451,Jan_2026
835,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619134,6L of Ambala-Chandigarh greenfield section from Km. 0.000 to Km. 25.000 with 4L spur to Lalru from Km. 0.000 to Km. 5.828 & spur to PR-7 road from Km. 0.000 to Km. 11.157,1642,1904.79,495.6,78,12/10/2025,29/06/2026,31/03/2022,16.004263093788058,30.182704019488433,Jan_2026
836,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618579,6L of Anandapuram Pendurthi Anakapalli Section from km. 681.000 to km. 731.780 of NH-16,2527,2957.25,123.42,99,01/07/2021,10/01/2020,19/01/2018,17.026117926394935,4.88405223585279,Jan_2026
837,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 209.827 to Km. 249.525 of NH-19 PKG-02,1822,738.11,571.97,92,27/03/2024,30/04/2025,03/06/2021,-59.48902305159165,31.39242590559824,Jan_2026
838,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,1054,786.81,86.04,17,17/12/2026,,10/02/2021,-25.350094876660346,8.163187855787477,Jan_2026
839,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618597,6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66,3206,3898.46,771.22,60,04/07/2024,,14/10/2020,21.598877105427324,24.055520898315656,Jan_2026
840,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619109,6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD Package OD-3,1102,1374.43,512.78,98,11/04/2024,31/12/2025,25/03/2021,24.721415607985485,46.531760435571684,Jan_2026
841,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619075,6L of Bhubaneswar - Jagatpur - Chandikhole Section of NH-16,639,632.89,0.26,97,10/06/2014,,,-0.9561815336463245,0.04068857589984351,Jan_2026
842,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618595,6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468,1746,2538.06,775.85,79,15/04/2024,,02/06/2020,45.36426116838488,44.43585337915235,Jan_2026
843,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619067,6L of Chiloda-Naroda section from Km. 540.595 to Km. 555.595 of NH-8Package-VII,357,463.03,39.06,100,10/05/2019,03/07/2021,,29.70028011204481,10.941176470588236,Jan_2026
844,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618559,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44,522,528.21,256.27,50,30/07/2024,22/04/2026,27/12/2021,1.1896551724138,49.093869731800766,Jan_2026
845,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618789,6L of IT City Chowk to Kurali Chandigarh Road,1525,1936.54,1689.83,98,09/10/2024,30/06/2025,05/03/2021,26.98622950819672,110.80852459016393,Jan_2026
846,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618610,6L of Jodhpur Romana Bathinda - Mandi Dabwali Punjab Haryana Border section of NH-54 from km. 0.000 to km. 27.400 of NH-54,789,1318.91,507.11,99,10/08/2025,,19/05/2020,67.1622306717364,64.27249683143219,Jan_2026
847,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618513,6L of Kagal-Satara section from Km 592.500 to Km 658.000 of NH-48 Pkg-I,2112,1435.46,615.1,49,11/01/2025,30/04/2026,22/12/2021,-32.03314393939394,29.12405303030303,Jan_2026
848,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618514,6L of Kagal-Satara section from Km 658.000 to Km 725.000 of NH-48 Pkg-II,2331,317.4,180.8,73,15/12/2024,,22/12/2021,-86.38352638352637,7.756327756327757,Jan_2026
849,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618603,6L of Kodugallur to Edapppally section from km 397.750 to km 423.780 of NH - 66 old NH-17,3466,3606.2,767.55,64,21/04/2025,,09/11/2021,4.04500865551067,22.145124062319677,Jan_2026
850,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618772,6L of Kumarajapet to Veera Kaveri Raja Puram from km 43.800 to km 61.380 of NH-716B Pkg-II,703,799.36,354.36,93,29/10/2025,,10/02/2021,13.70697012802276,50.4068278805121,Jan_2026
851,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618630,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 26.000 to Km. 97.000 in Gulbarga of NH-150C Pkg-II,2356,1923.3,740.23,69,27/06/2025,31/05/2026,24/02/2022,-18.365874363327674,31.41893039049236,Jan_2026
852,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619140,6L of Naidupeta Junction - Turpukanupur Section from km 57.046 to km 91.927,1399,965.58,225.55,35,19/10/2025,,10/08/2022,-30.980700500357393,16.122230164403145,Jan_2026
853,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618635,6L of Pondavakkam to Kannigaipair from km 96.040 to km 116.100 of NH 716B Pkg-IV,1360,1359.81,302.06,32,23/01/2025,04/11/2025,10/02/2021,-0.013970588235298129,22.21029411764706,Jan_2026
854,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618599,6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66,4924,4919.46,1668.84,99,19/07/2024,31/03/2025,28/01/2021,-0.09220146222583192,33.89195775792039,Jan_2026
855,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618596,6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66,2715,3557.65,1006.98,81,26/05/2024,31/08/2025,03/08/2020,31.036832412523026,37.08950276243094,Jan_2026
856,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618602,6L of Thalikulam to Kodugallur section from km 369.015 to km 397.850 of NH - 66 old NH-17,4302,4302.06,695.34,84,14/02/2025,10/11/2025,24/06/2021,0.0013947001394793161,16.163179916317993,Jan_2026
857,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618600,6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km 335850,4024,4023.94,1465.97,98,19/07/2024,31/03/2025,10/02/2021,-0.0014910536779310494,36.43066600397614,Jan_2026
858,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618771,6L of Varadharajula to Kumarajapet from km 0.000 to km 43.800 of NH-716B Pkg-I,1925,1887.38,947.5,98,05/12/2024,31/08/2025,10/02/2021,-1.9542857142857089,49.22077922077922,Jan_2026
859,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618634,6L of Veera Kaveri Raja Puram to Pondavakkam from km 61.380 to km 96.040 of NH 716B Pkg-III,1440,1439.77,685.66,98,24/01/2025,,31/03/2021,-0.015972222222223487,47.61527777777778,Jan_2026
860,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618575,"6L Standalone Flyovers at Bongaigaon, Chapaguri, Pathsala, Simlaguri chowk and Baihata Bypass Junctions on stretches of NH-31 and NH-27",458,412.15,371.63,100,01/07/2024,,24/03/2022,-10.010917030567692,81.14192139737992,Jan_2026
861,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618576,"6L Standalone Flyovers at Raha, Demow, Borghat, Kathiatali junctions and ROB at Jagiroad on stretches of NH 36 and NH 27",281,255.53,211.79,99,04/06/2024,,24/03/2022,-9.064056939501778,75.37010676156584,Jan_2026
862,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618711,6L with access control provision Saharanpur bypass to Ganeshpur section from 13.89 Km to 41.820 Km of Delhi- Dehradun Economic Corridor package-2,797,560.03,494.54,99,03/11/2024,27/12/2024,28/04/2022,-29.732747804266,62.05018820577165,Jan_2026
863,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619090,8L of Dwarka Expressway Pkg-II RuB near Dwarka Sector 21-DL/HR Border from 5.300 Km.to 9.500 Km. of NH-248BB,2068,2670.22,628.68,100,16/10/2021,27/07/2025,18/01/2018,29.12088974854931,30.400386847195353,Jan_2026
864,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619161,Access Controlled Highway of 4 Lane with Paved Shoulders from Tiruvallur Design Chainage Km 1756 to TN/AP Broder Design Chainage Km 6151 of NH-716 Chennai-Tirupati Package-1,1376,1247.7,89.34,24,27/12/2026,,07/03/2024,-9.324127906976742,6.492732558139536,Jan_2026
865,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618505,Additional Structures on 6LGurgaon-Jaipur Section of NH-48 between KM 42.700 to KM 273.00,410,290.64,187.26,85,25/06/2024,,03/08/2022,-29.112195121951224,45.673170731707316,Jan_2026
866,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618707,Additional works under BM1 to ensure road safety under 6L of Bengaluru Mysuru Access control with close toll from Km.17.300 to Km.136.300 of NH-275,738,0.0,0.0,0,19/01/2028,,08/11/2024,-100.0,0.0,Jan_2026
867,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618501,Ahmedabad - Dholera Pkg I from km. 0.00 to km. 22.00 [Sardar Patel Ring Road - Sindhrej Village],1298,1421.05,1005.12,99,10/01/2024,31/10/2024,05/05/2020,9.47996918335901,77.43605546995379,Jan_2026
868,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618502,Ahmedabad - Dholera Pkg II from km. 22.00 to km. 48.52 [Sindhrej Village - Vejallka Village],1415,1729.69,997.08,99,21/01/2024,,05/05/2020,22.239575971731455,70.46501766784452,Jan_2026
869,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618503,Ahmedabad - Dholera Pkg III from km. 48.52 to km. 71.06 [Vejallka Village - Start of DSIR zone],1034,1155.41,947.31,100,19/07/2023,15/05/2024,05/05/2020,11.741779497098653,91.61605415860734,Jan_2026
870,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618504,Ahmedabad - Dholera Pkg IV from km. 71.06 to km. 109.019 [Start of DSIR zone - Adhelai Village],1182,1358.73,1202.2,97,13/12/2023,31/10/2024,05/05/2020,14.951776649746195,101.70896785109984,Jan_2026
871,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619122,Akshardham - DL/UP Border Pkg-01,1479,1476.75,1327.01,100,23/12/2024,,08/09/2020,-0.15212981744421905,89.7234617985125,Jan_2026
872,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618795,Amritsar Bypass Pkg III from km. 71.496 to km. 105.158,1475,1228.42,865.4,79,30/08/2024,,11/02/2021,-16.717288135593215,58.67118644067797,Jan_2026
873,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618794,Amritsarairport Junction - Ramdas from km. 100.835 to km. 139.813 Pkg - IV,525,416.58,346.35,80,17/09/2023,,31/12/2020,-20.651428571428575,65.97142857142858,Jan_2026
874,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618774,Ara - Mohania Pkg-II,985,827.51,798.12,100,16/07/2023,30/11/2025,11/08/2020,-15.988832487309645,81.02741116751268,Jan_2026
875,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618775,Ara Bypass,226,0.0,0.08,0,05/04/2027,,19/03/2025,-100.0,0.035398230088495575,Jan_2026
876,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617947,Arawali Kante section of NH-17New NH-66 4L PS from Km.241/300 to 281/300,1007,1443.09,0.0,0,13/11/2019,18/02/2024,31/03/2016,43.30585898709035,0.0,Jan_2026
877,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618604,Aroor-Thuravoor Thekku,2430,2382.83,1630.68,83,30/01/2026,,18/08/2022,-1.9411522633744887,67.10617283950617,Jan_2026
878,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618839,Aunta - Simaria including Ganga Bridge,1309,2107.68,805.51,100,07/02/2022,31/05/2025,,61.01451489686782,61.53628724216959,Jan_2026
879,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619152,Bakhtiyarpur Km 153.300 to Mokama Km 197.900,1183,1898.84,59.61,99,10/12/2019,09/02/2021,,60.5105663567202,5.038884192730347,Jan_2026
880,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618861,Bakhtiyarpur-Rajauli Pkg-II from km. 54.405 to km.101.630,897,1397.47,697.42,97,11/07/2023,,09/09/2020,55.793756967670014,77.75027870680044,Jan_2026
881,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618637,Bal. Works of Fagne Km. 510.000 to Maharashtra/Gujarat Border Km. 650.794,1654,1672.89,1326.85,97,18/09/2022,30/06/2024,27/12/2019,1.1420798065296314,80.22067714631197,Jan_2026
882,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618569,Balance work - WB-10 Gandak Bridge Km 402.00 to Km 440.00 Devanpur - Kotwa,210,358.3,104.28,63,30/01/2024,,10/11/2021,70.61904761904762,49.65714285714286,Jan_2026
883,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618942,Balance work of 2L PS from Km 30.800 to Km 70.800 and 2L with Rigid Carriageway from Km 70.800 to km 84.120 of Khanapur- KA/GOA Border section of NH-4A,227,149.44,102.5,78,21/05/2024,31/03/2026,17/01/2022,-34.16740088105727,45.15418502202643,Jan_2026
884,Roads & Highways,Ministry of Road Transport & Highways,NHAI,619089,Balance work of 4L of NarimbangloJatinga Junction- Harangajoroad section from Km 0.000 to Km 49.230 of NH-27,1910,2745.74,1170.02,89,15/01/2026,,03/03/2022,43.75602094240836,61.257591623036646,Jan_2026
885,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618701,Balance work of 4L of Nauradehi Sanctuary de-scoped stretch of Hiran River to Sindoor River from Km. 66.00 to 130.00 NH-12 New NH-45,178,153.15,142.2,57,18/07/2023,08/04/2024,04/01/2021,-13.960674157303368,79.8876404494382,Jan_2026
886,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618594,Balance work of 4L Panvel to Indapur section of NH-66 Old NH- 17 from km 0.000 Panvel to km 42.300 Kasu,330,196.87,183.73,96,22/10/2024,,13/12/2022,-40.342424242424244,55.675757575757565,Jan_2026
887,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618592,"Balance work of 8 nos. of Elephant Underpasses EUPs, 1 no. of Vehicular Underpass VUP, 1 nos. of Light Vehicular Underpass LVUP, 1 nos. of Pedestrian Underpass PUP, 1 nos. of Foot Over Bridge FOB and A2 side approach of Jharpokharia Flyover at Km.215.270 in Baharagora-Singhara section of NH-49",321,244.85,10.72,9,02/05/2026,,26/09/2023,-23.722741433021806,3.3395638629283493,Jan_2026
888,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618296,Balance work of Construction of 2-lane with hard shoulder of Kohima - Jessami road on NH-29 old NH-150 from existing km 98.380 near Chizami vill. to km120.367 Nagaland/Manipur Border [Design km 95.700 to design km 117.200] [Design Length 21.500 km] in the state of Nagaland Under Bharatmala Pariyojna on EPC Mode Package-V under NHO,331,0.0,0.0,91,21/11/2025,,30/03/2020,-100.0,0.0,Jan_2026
889,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618009,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH-24B Phase-1 on EPC mode.,320,347.8,0.0,94,04/04/2022,12/07/2022,10/12/2019,8.687500000000004,0.0,Jan_2026
890,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618031,Balance work of Construction of Two/Four lane with paved shoulder from Km 422.000 to 523.600 Chitradurga to Shivamogga of NH-13 in the state of Kanataka on EPC mode.,517,0.0,333.48,0,30/12/2025,,01/01/2021,-100.0,64.50290135396519,Jan_2026
891,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617945,Balance work of NH-66 from design Km 84/00 to Km 87/100 Indapur Bypass and Km 91/600 to Km 99/100 Mangaon Bypass to four lane with paved shoulder in State of Maharashtra under NHO on EPC Mode.,354,0.0,0.0,0,08/04/2027,,23/03/2025,-100.0,0.0,Jan_2026
892,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618819,Balance work of Panikoili Rimoli Section of new NH-20 from Km 0.00 to Km. 163.000,183,200.79,89.36,99,11/03/2022,10/07/2022,08/09/2020,9.72131147540983,48.830601092896174,Jan_2026
893,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618198,Balance work of Rehabilitation and Up-gradation to 2-lane road with paved shoulders configuration for NH- 965DD from Pacharal-Mandangad-Mhapral-Rajewadi Upto Junction of NH-66 Ch-22700 to 75100 Km and Ambadave connector Birth place of Dr. Babasaheb Ambedkar Ch-0000 to 7325 Km length Km 59.725 in the state of Maharashtra on EPC mode. Balance Work,389,341.69,0.0,81,04/01/2024,,27/03/2018,-12.161953727506427,0.0,Jan_2026
894,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617954,Balance work of Rehabilitation and upgrading to 2lane/2lane with paved shoulder configuration and strengthening from from Km 343.80 to 400.33 of Gowribidanur-Chik Ballapur section in the state of Karnataka Under Annual Plan 2021-22 under EPC Mode.-952,398,0.0,179.01,86,23/02/2025,,31/03/2022,-100.0,44.97738693467336,Jan_2026
895,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618349,Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from Design Chainage km 118850 to km 130000 Package-4A in the State of Manipur on EPC Mode,204,0.0,0.0,0,29/08/2026,,27/04/2020,-100.0,0.0,Jan_2026
896,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618348,Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from km 130.000 to km 141.029 Package-4B in the State of Manipur on EPC Mode,178,0.0,1.41,0,07/11/2026,,15/06/2020,-100.0,0.7921348314606742,Jan_2026
897,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619160,Balance works in AP Portion and punch list items in TN & AP portion of NH-205,167,113.46,97.5,100,04/01/2025,,06/10/2022,-32.05988023952096,58.38323353293413,Jan_2026
898,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618475,Bangalore Chennai Expressway Phase-II Pkg-II from km.96.000 to Km 127.000 Baireddypalle to Bangarupalem section,2548,2548.04,1079.15,83,07/06/2025,17/06/2026,19/02/2021,0.0015698587127144278,42.35282574568289,Jan_2026
899,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618476,Bangalore Chennai Expressway Phase-II Pkg-III from km.127.000 to Km 156.000 Bangarupalem to Gudipala section,1407,1407.33,675.57,99,03/10/2024,,23/11/2020,0.02345415778251082,48.01492537313433,Jan_2026
900,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618477,Bangalore Chennai Expressway Phase-III Package I Gudipala to Walajajhpet from Km 156.000 to Km 180.000,1482,1481.87,711.04,91,28/05/2024,28/08/2024,21/10/2020,-0.008771929824568767,47.97840755735493,Jan_2026
901,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618478,Bangalore Chennai Expressway Phase-III Package II Walajahpet to Arakkonam from Km 180.000 to Km 204.500,1107,1106.65,496.07,93,14/07/2024,,08/01/2021,-0.03161698283648682,44.81210478771454,Jan_2026
902,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618479,Bangalore Chennai Expressway Phase-III Package III Arakkonam to Kancheepuram from Km 204.500 to Km 230.000,1525,1525.1,353.87,53,29/07/2024,31/03/2025,08/12/2020,0.006557377049174364,23.204590163934427,Jan_2026
903,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,1261,1218.47,508.62,75,16/05/2025,,16/03/2022,-3.3727200634417107,40.33465503568596,Jan_2026
904,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619072,Bangalore/TN border to Hoskote,1182,1297.76,773.47,93,14/02/2025,28/02/2026,14/02/2022,9.793570219966158,65.43739424703891,Jan_2026
905,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,1560,1568.22,8.05,100,26/09/2016,,17/08/2010,0.5269230769230786,0.5160256410256411,Jan_2026
906,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617887,Beawer Gomti 4LPS from km 58.245 to km 108.600 Pkg-I,379,0.0,179.08,98,13/10/2023,28/02/2026,02/12/2020,-100.0,47.25065963060686,Jan_2026
907,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618799,Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road Link Rd. and km 4.965 - km 60.00 of SH-69,456,456.79,382.36,82,07/12/2022,31/12/2025,27/03/2018,0.1732456140350922,83.85087719298245,Jan_2026
908,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619164,Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A,1214,1195.74,169.83,70,02/09/2021,15/07/2025,04/03/2018,-1.5041186161449747,13.989291598023065,Jan_2026
909,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618664,Berkhedi to Godpehra on NH-44 Sagar link road,525,471.31,314.48,78,03/11/2024,01/08/2025,03/02/2022,-10.226666666666667,59.90095238095239,Jan_2026
910,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,845,1394.82,231.31,91,15/09/2021,,27/11/2014,65.06745562130178,27.37396449704142,Jan_2026
911,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618925,Bijnor-Kotawali,301,334.48,247.05,96,02/05/2023,02/02/2026,25/02/2021,11.122923588039873,82.07641196013289,Jan_2026
912,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618572,Binnaguri Bypass-Descoped portion of Ghoshpukur-Dhupguri Section of NH-31Dpkg-1,310,306.02,0.07,0,06/11/2027,,21/03/2025,-1.2838709677419413,0.022580645161290325,Jan_2026
913,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618693,Bodhre - Dhule,1345,1292.7,767.73,97,27/07/2024,,03/02/2021,-3.888475836431223,57.08029739776952,Jan_2026
914,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618825,Bridge over Ganga River at d/s of Farraka Barrage including Approaches connecting Farakka-Raiganj,622,646.1,339.46,95,18/12/2021,28/02/2025,09/08/2018,3.8745980707395535,54.57556270096463,Jan_2026
915,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619150,BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH-209 in Karnataka,2083,2859.93,144.35,99,20/08/2019,31/03/2024,,37.29860777724435,6.929908785405664,Jan_2026
916,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618619,Bypass on Western side of Gwalior City,999,0.0,11.21,0,12/01/2028,,30/03/2025,-100.0,1.1221221221221223,Jan_2026
917,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619086,Chengapalli km 102.035 to Neelambur Km144.680 and Madukkarai Km 170.880 to Walayar K183.010 Package No. NS-2/BOT/TN-08,852,285.55,0.32,100,07/03/2013,,,-66.48474178403757,0.03755868544600939,Jan_2026
918,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618904,Chhapra - Hajipur from km. 143.200 to km. 209.200,2128,2171.6,3.78,57,24/07/2013,,,2.0488721804511236,0.17763157894736842,Jan_2026
